Year,LocationID,LocationName,Geography_Type,County,DataSource,Category,Measure,Short_Question_Text,MeasureId,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,TotalPop18plus,TotalPopulation,Latitude,Longitude
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,COPD,COPD,8.0,7.2,8.9,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Coronary heart disease among adults,Coronary Heart Disease,CHD,6.9,6.3,7.7,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Current asthma among adults,Current Asthma,CASTHMA,12.9,11.5,14.5,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Depression among adults,Depression,DEPRESSION,22.5,19.4,26.0,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Diagnosed diabetes among adults,Diabetes,DIABETES,15.1,13.5,17.0,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,High blood pressure among adults,High Blood Pressure,BPHIGH,40.7,37.2,44.4,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,High Cholesterol,HIGHCHOL,39.2,35.7,43.1,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Obesity among adults,Obesity,OBESITY,44.4,38.1,50.9,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2023,19904,19904,ZCTA,Kent,BRFSS,Health Outcomes,Stroke among adults,Stroke,STROKE,4.1,3.8,4.4,%,Crude prevalence,28683,36880,39.1712793,-75.587619
2022,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,All Teeth Lost,TEETHLOST,10.9,9.0,13.1,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Arthritis among adults,Arthritis,ARTHRITIS,24.7,22.1,27.3,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,Cancer (non-skin) or Melanoma,CANCER,7.5,6.8,8.1,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,COPD,COPD,5.7,5.1,6.3,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Coronary heart disease among adults,Coronary Heart Disease,CHD,5.4,4.8,5.9,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Current asthma among adults,Current Asthma,CASTHMA,10.6,9.4,11.9,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Depression among adults,Depression,DEPRESSION,20.8,17.9,23.8,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Diagnosed diabetes among adults,Diabetes,DIABETES,11.9,10.5,13.4,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,High blood pressure among adults,High Blood Pressure,BPHIGH,34.5,31.2,37.8,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,High Cholesterol,HIGHCHOL,37.9,34.2,41.5,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Obesity among adults,Obesity,OBESITY,33.3,27.8,38.8,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2023,19701,19701,ZCTA,New Castle,BRFSS,Health Outcomes,Stroke among adults,Stroke,STROKE,3.2,2.9,3.4,%,Crude prevalence,33580,42717,39.5838947,-75.6969951
2022,19702,19702,ZCTA,New Castle,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,All Teeth Lost,TEETHLOST,10.7,8.8,12.8,%,Crude prevalence,42790,55653,39.6181998,-75.7297243
2023,19702,19702,ZCTA,New Castle,BRFSS,Health Outcomes,Arthritis among adults,Arthritis,ARTHRITIS,22.1,19.8,24.5,%,Crude prevalence,42790,55653,39.6181998,-75.7297243
2023,19702,19702,ZCTA,New Castle,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,Cancer (non-skin) or Melanoma,CANCER,6.4,5.8,7.0,%,Crude prevalence,42790,55653,39.6181998,-75.7297243
