Year,LocationID,LocationName,Geography_Type,County,DataSource,Category,Measure,Short_Question_Text,MeasureId,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,TotalPop18plus,TotalPopulation,Latitude,Longitude
2022,19732,19732,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,27.8,23.6,32.4,%,Crude prevalence,200,223,39.8002958,-75.5745993
2023,19733,19733,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,15.0,12.6,17.5,%,Crude prevalence,256,320,39.5590847,-75.6515225
2023,19733,19733,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,13.8,10.7,17.0,%,Crude prevalence,256,320,39.5590847,-75.6515225
2023,19733,19733,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,26.7,21.7,31.8,%,Crude prevalence,256,320,39.5590847,-75.6515225
2022,19733,19733,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,36.0,31.0,41.2,%,Crude prevalence,256,320,39.5590847,-75.6515225
2023,19734,19734,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,17.1,14.6,19.8,%,Crude prevalence,10550,14116,39.3816439,-75.6533217
2023,19734,19734,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,11.4,9.7,13.2,%,Crude prevalence,10550,14116,39.3816439,-75.6533217
2023,19734,19734,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,22.2,18.9,25.7,%,Crude prevalence,10550,14116,39.3816439,-75.6533217
2022,19734,19734,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,34.9,30.2,40.0,%,Crude prevalence,10550,14116,39.3816439,-75.6533217
2023,19801,19801,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,12.8,10.8,15.1,%,Crude prevalence,12255,16219,39.723588,-75.5412081
2023,19801,19801,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,19.7,17.3,22.0,%,Crude prevalence,12255,16219,39.723588,-75.5412081
2023,19801,19801,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,37.8,33.3,42.0,%,Crude prevalence,12255,16219,39.723588,-75.5412081
2022,19801,19801,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,45.4,40.1,50.8,%,Crude prevalence,12255,16219,39.723588,-75.5412081
2023,19802,19802,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,12.4,10.5,14.6,%,Crude prevalence,20206,26189,39.7550415,-75.5264624
2023,19802,19802,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,17.0,14.9,19.3,%,Crude prevalence,20206,26189,39.7550415,-75.5264624
2023,19802,19802,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,34.5,30.2,38.7,%,Crude prevalence,20206,26189,39.7550415,-75.5264624
2022,19802,19802,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,43.1,37.9,48.5,%,Crude prevalence,20206,26189,39.7550415,-75.5264624
2023,19803,19803,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,15.3,13.0,17.7,%,Crude prevalence,17562,21886,39.7998719,-75.5422315
2023,19803,19803,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,8.3,7.0,9.7,%,Crude prevalence,17562,21886,39.7998719,-75.5422315
2023,19803,19803,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,19.6,16.6,23.0,%,Crude prevalence,17562,21886,39.7998719,-75.5422315
2022,19803,19803,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,29.6,25.3,34.3,%,Crude prevalence,17562,21886,39.7998719,-75.5422315
2023,19804,19804,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,16.0,13.6,18.6,%,Crude prevalence,14502,18292,39.7187601,-75.6218662
2023,19804,19804,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,Current Cigarette Smoking,CSMOKING,14.1,12.2,16.0,%,Crude prevalence,14502,18292,39.7187601,-75.6218662
2023,19804,19804,ZCTA,New Castle,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,Physical Inactivity,LPA,28.6,24.6,32.5,%,Crude prevalence,14502,18292,39.7187601,-75.6218662
2022,19804,19804,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Short sleep duration among adults,Short Sleep Duration,SLEEP,35.8,31.0,40.9,%,Crude prevalence,14502,18292,39.7187601,-75.6218662
2023,19805,19805,ZCTA,New Castle,BRFSS,Health Risk Behaviors,Binge drinking among adults,Binge Drinking,BINGE,14.9,12.6,17.4,%,Crude prevalence,29744,39985,39.7452101,-75.593712
