GEOID,Geography_Name,County,State,Total_Population,Median_Age,Pct_Age_65_Plus,Median_Household_Income,Pct_Below_Poverty,Pct_No_Health_Insurance,Pct_Commute_Public_Transit,Pct_Broadband_Internet,Pct_NonEnglish_Language_Home
10005051015,Census Tract 510.15; Sussex County; Delaware,,,1956,57.4,34.6,112708.0,4.7,3.1,0.0,96.2,7.3
10005051016,Census Tract 510.16; Sussex County; Delaware,,,2170,55.4,33.4,102404.0,8.7,3.2,0.0,98.7,2.2
10005051017,Census Tract 510.17; Sussex County; Delaware,,,3617,61.6,39.3,111250.0,7.2,1.5,0.0,98.7,5.4
10005051101,Census Tract 511.01; Sussex County; Delaware,,,971,64.2,47.4,152414.0,1.0,1.3,3.0,96.0,6.9
10005051102,Census Tract 511.02; Sussex County; Delaware,,,1040,67.1,55.8,112500.0,5.8,2.8,0.8,93.9,5.1
10005051103,Census Tract 511.03; Sussex County; Delaware,,,1153,59.0,38.5,98750.0,10.4,0.3,2.0,92.3,8.2
10005051201,Census Tract 512.01; Sussex County; Delaware,,,1329,63.7,47.1,91500.0,7.6,3.5,0.0,89.6,5.9
10005051202,Census Tract 512.02; Sussex County; Delaware,,,991,69.6,77.1,139375.0,3.6,1.4,1.1,92.2,11.2
10005051203,Census Tract 512.03; Sussex County; Delaware,,,848,64.0,47.3,100833.0,4.0,2.2,1.1,92.7,17.7
10005051204,Census Tract 512.04; Sussex County; Delaware,,,633,69.5,62.7,107361.0,5.4,2.7,0.0,96.8,1.3
10005051205,Census Tract 512.05; Sussex County; Delaware,,,666,68.7,64.9,101071.0,2.3,1.2,0.0,94.9,1.7
10005051302,Census Tract 513.02; Sussex County; Delaware,,,5203,62.6,41.8,88255.0,6.5,2.4,0.2,97.2,4.1
10005051307,Census Tract 513.07; Sussex County; Delaware,,,2957,59.4,42.8,97049.0,20.6,0.1,0.0,88.0,0.9
10005051308,Census Tract 513.08; Sussex County; Delaware,,,3680,60.3,38.9,84674.0,5.6,13.6,0.0,96.2,1.4
10005051309,Census Tract 513.09; Sussex County; Delaware,,,1357,66.6,56.0,58472.0,8.0,1.4,0.0,92.0,0.7
10005051310,Census Tract 513.10; Sussex County; Delaware,,,2039,66.5,54.5,107000.0,3.5,0.4,0.0,95.8,1.3
10005051311,Census Tract 513.11; Sussex County; Delaware,,,1717,61.7,39.8,99922.0,6.8,2.2,0.0,89.4,4.2
10005051312,Census Tract 513.12; Sussex County; Delaware,,,2047,63.3,44.6,76811.0,4.9,2.7,0.0,85.2,3.5
10005051313,Census Tract 513.13; Sussex County; Delaware,,,2718,62.0,45.9,84583.0,11.7,5.2,0.0,92.0,3.6
10005051314,Census Tract 513.14; Sussex County; Delaware,,,2679,63.8,47.3,79594.0,4.9,2.9,0.0,91.3,8.7
10005051400,Census Tract 514; Sussex County; Delaware,,,3500,44.0,24.7,82083.0,5.5,12.1,0.0,86.4,18.9
10005051501,Census Tract 515.01; Sussex County; Delaware,,,2833,46.8,27.7,67917.0,12.8,14.9,0.0,88.1,20.6
10005051502,Census Tract 515.02; Sussex County; Delaware,,,3583,39.5,20.6,89261.0,6.0,6.4,0.0,90.8,3.0
10005051701,Census Tract 517.01; Sussex County; Delaware,,,4383,45.2,17.0,72208.0,6.8,5.4,0.0,84.2,7.5
10005051702,Census Tract 517.02; Sussex County; Delaware,,,6107,39.6,15.3,64091.0,17.4,9.3,0.0,75.1,8.6
10005051801,Census Tract 518.01; Sussex County; Delaware,,,5581,33.7,15.1,42647.0,27.6,5.7,0.6,85.6,15.2
10005051802,Census Tract 518.02; Sussex County; Delaware,,,4393,35.0,17.7,58695.0,25.0,8.3,4.3,89.5,12.4
10005051900,Census Tract 519; Sussex County; Delaware,,,4583,48.7,23.0,54469.0,9.6,6.2,0.0,72.9,4.0
10005980000,Census Tract 9800; Sussex County; Delaware,,,0,-666666666.0,-666666666.0,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
10005990000,Census Tract 9900; Sussex County; Delaware,,,0,-666666666.0,-666666666.0,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
